# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 100.0   19.6 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
