# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0    7.7 140.00 0.0500 0.0250 2.4800e-02 1.1696e+00 5.5732e-02 -4.6083e-01 2.0000e-02 0.0000e+00       -nan       -nan 4.1000e-03 1.0019e+00 -5.1161e-02 -1.5583e-01 -8.9000e-03 2.1779e+00 -4.7295e-01 -1.5831e-01 2.6200e-02 2.0940e-01 2.1500e-02 1.6170e-01
 100.0    7.7 140.00 0.0500 0.0250 2.4100e-02 9.4190e-01 -1.0347e-01 -4.7771e-01 2.0000e-02 0.0000e+00       -nan       -nan 5.0000e-03 9.3000e-01 -4.5161e-01 3.9548e-01 -9.1000e-03 1.7819e+00 1.5802e-02 -1.8130e-02 2.5100e-02 2.0020e-01 2.3200e-02 1.5190e-01
 100.0    7.7 140.00 0.0500 0.0250 2.5100e-02 1.0699e+00 3.7574e-04 -1.1423e-01 2.0000e-02 0.0000e+00       -nan       -nan 6.2000e-03 1.0956e+00 2.1774e-02 -5.0051e-02 -1.1300e-02 2.2331e+00 -9.7127e-02 1.0346e+00 2.6500e-02 2.0380e-01 2.3000e-02 1.5430e-01
 100.0    7.7 140.00 0.0500 0.0250 2.5800e-02 1.0636e+00 -2.4235e-02 -7.8401e-01 2.0000e-02 0.0000e+00       -nan       -nan 4.0000e-03 1.2000e+00 1.8000e-01 1.0640e+00 -9.8000e-03 2.3396e+00 -2.5662e-01 -1.6921e+00 2.7800e-02 2.0520e-01 2.0200e-02 1.5720e-01
 100.0    7.7 140.00 0.0500 0.0250 2.3800e-02 1.0156e+00 -5.1847e-02 -4.6776e-01 2.0000e-02 0.0000e+00       -nan       -nan 6.5000e-03 1.0475e+00 1.2172e-02 -3.5211e-01 -1.0300e-02 2.2091e+00 -1.9517e-01 -9.8413e-01 2.4800e-02 2.0040e-01 2.1700e-02 1.5390e-01
 100.0    7.7 140.00 0.0500 0.0250 2.3300e-02 1.2411e+00 -2.7899e-02 -8.4447e-01 2.0000e-02 0.0000e+00       -nan       -nan 6.3000e-03 1.2531e+00 8.9054e-02 -6.7326e-01 -9.6000e-03 2.1584e+00 3.7107e-01 -2.6174e-01 2.4500e-02 2.1420e-01 2.2900e-02 1.6680e-01
 100.0    7.7 140.00 0.0500 0.0250 2.6200e-02 1.3756e+00 8.1641e-01 1.6993e+00 2.0000e-02 0.0000e+00       -nan       -nan 6.2000e-03 1.0756e+00 -3.8950e-01 2.2286e-01 -1.2400e-02 2.2824e+00 -4.0433e-01 9.6123e-01 2.7800e-02 2.0980e-01 2.2600e-02 1.5940e-01
 100.0    7.7 140.00 0.0500 0.0250 2.6000e-02 1.1600e+00 -2.2759e-01 -3.7793e-01 2.0000e-02 0.0000e+00       -nan       -nan 6.6000e-03 1.7244e+00 -4.7658e-01 2.5068e-01 -1.2600e-02 2.4324e+00 1.1737e+00 5.9892e+00 2.6800e-02 2.0000e-01 2.1200e-02 1.5200e-01
 100.0    7.7 140.00 0.0500 0.0250 2.5200e-02 1.1696e+00 -1.5833e-01 -4.2224e-02 2.0000e-02 0.0000e+00       -nan       -nan 5.5000e-03 1.2275e+00 3.2444e-01 4.3516e-01 -1.0700e-02 2.5251e+00 -4.3538e-01 4.3006e+00 2.6400e-02 2.0680e-01 2.2100e-02 1.5830e-01
 100.0    7.7 140.00 0.0500 0.0250 2.6400e-02 1.2104e+00 1.2714e-01 -5.5487e-01 2.0000e-02 0.0000e+00       -nan       -nan 5.0000e-03 1.1300e+00 -1.5929e-01 -3.2584e-01 -1.1400e-02 2.0604e+00 -4.0375e-01 1.4734e+00 2.6600e-02 1.9680e-01 1.9200e-02 1.5100e-01
