# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0   11.5 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 -4.0000e-04 1.9840e-01 -6.8613e-01 1.5031e+00 -1.0000e-04 9.9000e-03 -9.8000e-01 9.4060e-01 -6.0000e-04 1.5640e-01 -5.8588e-01 1.1588e+00 3.0000e-04 2.2000e-03 1.0000e-04 1.8000e-03
 100.0   11.5 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 0.0000e+00 2.2000e-01 0.0000e+00 3.4000e-01 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -4.0000e-04 1.7840e-01 -1.0386e-01 4.4754e-01 3.0000e-04 2.4000e-03 1.0000e-04 2.0000e-03
 100.0   11.5 140.00 0.0500 0.0250 6.0000e-04 5.6400e-02 8.8000e-01 6.6160e-01 5.0000e-04 1.8750e-01 4.3600e-01 9.8860e-01 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -3.0000e-04 8.9100e-02 -2.4640e-01 7.0782e-01 6.0000e-04 1.9000e-03 2.0000e-04 1.1000e-03
 100.0   11.5 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -6.0000e-04 2.1640e-01 -3.7353e-01 8.1066e-01 -2.0000e-04 1.9600e-02 -9.6000e-01 8.8240e-01 -6.0000e-04 1.5640e-01 -2.0225e-01 4.8359e-01 2.0000e-04 2.2000e-03 2.0000e-04 1.8000e-03
 100.0   11.5 140.00 0.0500 0.0250 5.0000e-04 4.7500e-02 9.0000e-01 7.1500e-01 3.0000e-04 2.4910e-01 3.0325e-02 2.4727e-01 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 -2.0000e-04 1.7960e-01 -5.1314e-02 4.5692e-01 5.0000e-04 2.7000e-03 2.0000e-04 2.0000e-03
 100.0   11.5 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 4.0000e-04 2.3840e-01 5.5087e-01 1.2005e+00 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 -2.0000e-04 1.3960e-01 -8.3209e-02 5.7501e-01 3.0000e-04 2.0000e-03 3.0000e-04 1.4000e-03
 100.0   11.5 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -1.0000e-04 2.0990e-01 -1.7637e-02 3.6947e-01 0.0000e+00 0.0000e+00       -nan       -nan -2.0000e-04 1.9960e-01 -4.0160e-02 3.9759e-01 1.0000e-04 2.1000e-03 0.0000e+00 2.0000e-03
 100.0   11.5 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -5.0000e-04 1.6750e-01 -5.0597e-01 1.1126e+00 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -8.0000e-04 1.3360e-01 -8.0407e-01 1.2493e+00 2.0000e-04 1.7000e-03 1.0000e-04 1.4000e-03
 100.0   11.5 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 0.0000e+00 2.0000e-01 -3.0000e-01 1.0000e+00 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -2.0000e-04 1.7960e-01 -3.8539e-01 1.0983e+00 1.0000e-04 1.8000e-03 1.0000e-04 1.6000e-03
 100.0   11.5 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 2.0000e-04 2.5960e-01 -2.1411e-01 1.6242e+00 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 -1.0000e-04 2.0990e-01 -3.0349e-01 2.0731e+00 3.0000e-04 2.4000e-03 2.0000e-04 1.9000e-03
