# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0  200.0 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -3.0000e-04 1.4910e-01 -1.1103e-01 5.4001e-01 -2.0000e-04 3.9600e-02 -4.4485e-01 8.5331e-01 -2.0000e-04 9.9600e-02 -1.4072e-01 6.9156e-01 1.0000e-04 1.7000e-03 4.0000e-04 1.2000e-03
 100.0  200.0 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 1.3000e-03 2.3310e-01 4.1568e-01 5.6922e-01 -1.0000e-04 9.9000e-03 -9.8000e-01 9.4060e-01 1.2000e-03 1.8560e-01 2.7724e-01 3.0019e-01 2.0000e-04 2.5000e-03 1.0000e-04 2.2000e-03
 100.0  200.0 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 8.0000e-04 2.3360e-01 3.5712e-01 6.8744e-01 2.0000e-04 3.9600e-02 4.4485e-01 8.5331e-01 4.0000e-04 1.5840e-01 1.3212e-01 5.0415e-01 2.0000e-04 2.2000e-03 4.0000e-04 1.6000e-03
 100.0  200.0 140.00 0.0500 0.0250 0.0000e+00 0.0000e+00       -nan       -nan -1.0000e-03 1.3000e-01 -4.6154e-01 4.4154e-01 0.0000e+00 0.0000e+00       -nan       -nan -1.0000e-03 1.3000e-01 -4.6154e-01 4.4154e-01 0.0000e+00 1.6000e-03 0.0000e+00 1.6000e-03
 100.0  200.0 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -4.0000e-04 2.7840e-01 -4.5448e-01 9.5029e-01 -2.0000e-04 1.9600e-02 -9.6000e-01 8.8240e-01 -4.0000e-04 2.3840e-01 -5.5087e-01 1.2005e+00 2.0000e-04 2.4000e-03 2.0000e-04 2.0000e-03
 100.0  200.0 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -1.0000e-04 2.0990e-01 2.6821e-01 9.5261e-01 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 -2.0000e-04 1.9960e-01 2.6044e-01 1.0228e+00 1.0000e-04 2.1000e-03 2.0000e-04 1.8000e-03
 100.0  200.0 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 1.0000e-04 1.6990e-01 2.8852e-02 4.8913e-01 0.0000e+00 4.0000e-02 0.0000e+00 8.8000e-01 -2.0000e-04 1.1960e-01 -1.0716e-01 6.3357e-01 3.0000e-04 2.1000e-03 4.0000e-04 1.4000e-03
 100.0  200.0 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 3.0000e-04 1.4910e-01 1.1103e-01 5.4001e-01 1.0000e-04 2.9900e-02 3.0441e-01 9.0087e-01 0.0000e+00 1.0000e-01 0.0000e+00 7.0000e-01 2.0000e-04 1.5000e-03 3.0000e-04 1.0000e-03
 100.0  200.0 140.00 0.0500 0.0250 3.0000e-04 4.9100e-02 1.7424e+00 3.1005e+00 -6.0000e-04 3.1640e-01 5.5995e-01 2.8298e+00 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 -9.0000e-04 2.0190e-01 -4.6933e-01 8.1089e-01 3.0000e-04 2.6000e-03 2.0000e-04 2.1000e-03
 100.0  200.0 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -2.0000e-04 3.5960e-01 3.3811e-01 1.2818e+00 -2.0000e-04 1.9600e-02 -9.6000e-01 8.8240e-01 -2.0000e-04 3.3960e-01 3.5449e-01 1.4218e+00 2.0000e-04 3.4000e-03 2.0000e-04 3.0000e-03
