# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0   19.6 140.00 0.0000 0.0000 -3.0000e-04 1.6910e-01 -4.4207e-01 1.1492e+00 7.0000e-04 4.0451e+00 1.4837e-01 1.9961e+00 -7.0000e-04 5.8510e-01 -3.1924e-01 3.6481e-01 1.7000e-03 3.2611e+00 7.9173e-01 1.6263e+00 1.9000e-03 5.7700e-02 6.9000e-03 4.8900e-02
 100.0   19.6 140.00 0.0000 0.0000 -2.0000e-04 1.3960e-01 -8.3209e-02 5.7501e-01 -9.0000e-04 2.9019e+00 -4.0172e-01 1.6753e-01 -1.0000e-03 7.5000e-01 -7.2000e-02 7.5440e-01 3.0000e-04 2.5091e+00 -2.4544e-01 4.3187e-01 1.8000e-03 6.2700e-02 8.2000e-03 5.2700e-02
 100.0   19.6 140.00 0.0000 0.0000 4.0000e-04 1.3840e-01 1.6855e-01 5.5977e-01 1.8000e-03 4.0276e+00 1.2015e+00 2.0037e-01 6.0000e-04 8.3640e-01 1.0669e-01 5.9996e-01 8.0000e-04 3.8536e+00 1.2753e+00 1.2011e+00 2.0000e-03 6.3800e-02 8.6000e-03 5.3200e-02
 100.0   19.6 140.00 0.0000 0.0000 -5.0000e-04 1.2750e-01 -2.4118e-01 5.7382e-01 -1.1000e-03 3.1779e+00 5.0360e-02 -1.2170e+00 7.0000e-04 5.0510e-01 4.6696e-02 6.3976e-01 -1.3000e-03 3.0531e+00 2.6953e-01 -7.2589e-01 2.3000e-03 6.2100e-02 7.9000e-03 5.1900e-02
 100.0   19.6 140.00 0.0000 0.0000 -7.0000e-04 1.6510e-01 -5.7532e-01 1.0706e+00 -9.0000e-04 3.5619e+00 9.3558e-01 1.2845e+00 1.2000e-03 6.6560e-01 -2.0192e-03 3.8140e-01 -1.4000e-03 2.7804e+00 6.2959e-01 1.7915e+00 2.3000e-03 6.1700e-02 7.8000e-03 5.1600e-02
 100.0   19.6 140.00 0.0000 0.0000 2.0000e-04 5.9600e-02 2.7544e-01 8.0347e-01 -4.0000e-04 3.2984e+00 1.6246e-01 -7.6530e-01 -2.0000e-04 4.3960e-01 1.4522e-02 2.2682e-01 -4.0000e-04 3.1584e+00 3.7331e-01 -6.7380e-01 1.2000e-03 5.8200e-02 6.8000e-03 5.0200e-02
 100.0   19.6 140.00 0.0000 0.0000 1.0000e-04 1.0990e-01 6.0983e-02 6.6817e-01 -2.0000e-03 3.9200e+00 -2.6020e-01 -1.6780e+00 7.0000e-04 6.2510e-01 -9.8567e-02 2.8251e-01 -2.8000e-03 3.3016e+00 -1.4681e-01 -1.0855e+00 1.5000e-03 6.2400e-02 8.3000e-03 5.2600e-02
 100.0   19.6 140.00 0.0000 0.0000 2.0000e-04 1.7960e-01 3.8539e-01 1.0983e+00 -1.6000e-03 3.5144e+00 -9.3017e-01 1.8707e+00 -6.0000e-04 7.1640e-01 9.6549e-02 1.9741e-01 -1.2000e-03 3.1856e+00 -3.9285e-01 -1.0674e+00 2.4000e-03 5.7800e-02 8.4000e-03 4.7000e-02
 100.0   19.6 140.00 0.0000 0.0000 -6.0000e-04 1.5640e-01 -5.8588e-01 1.1588e+00 -1.5000e-03 3.0275e+00 -1.0452e+00 1.5871e+00 -3.0000e-04 4.8910e-01 -9.3956e-02 2.5391e-01 -6.0000e-04 3.0164e+00 -6.3547e-01 2.1177e-01 1.8000e-03 5.7900e-02 7.5000e-03 4.8600e-02
 100.0   19.6 140.00 0.0000 0.0000 2.0000e-04 1.5960e-01 6.5263e-02 5.1608e-01 3.2000e-03 3.8376e+00 8.4203e-02 1.4219e+00 1.6000e-03 7.9440e-01 9.3897e-02 -5.0809e-01 1.4000e-03 3.0604e+00 6.0511e-01 1.6418e+00 1.6000e-03 6.0800e-02 9.4000e-03 4.9800e-02
