# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0   62.4 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 -3.0000e-04 1.8910e-01 -6.8503e-02 4.2383e-01 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -7.0000e-04 1.4510e-01 -2.7006e-01 4.9329e-01 3.0000e-04 1.9000e-03 1.0000e-04 1.5000e-03
 100.0   62.4 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 0.0000e+00 1.8000e-01 0.0000e+00 4.6000e-01 -1.0000e-04 9.9000e-03 -9.8000e-01 9.4060e-01 -2.0000e-04 1.5960e-01 -6.5263e-02 5.1608e-01 3.0000e-04 2.0000e-03 1.0000e-04 1.6000e-03
 100.0   62.4 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 -1.0000e-04 1.4990e-01 -3.6704e-02 5.4890e-01 1.0000e-04 2.9900e-02 3.0441e-01 9.0087e-01 -5.0000e-04 1.0750e-01 -3.1395e-01 6.2291e-01 3.0000e-04 1.7000e-03 3.0000e-04 1.1000e-03
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 -2.0000e-04 1.7960e-01 -5.1314e-02 4.5692e-01 1.0000e-04 2.9900e-02 3.0441e-01 9.0087e-01 -5.0000e-04 1.4750e-01 -1.8814e-01 5.2178e-01 2.0000e-04 2.0000e-03 3.0000e-04 1.5000e-03
 100.0   62.4 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 2.0000e-04 1.5960e-01 6.5263e-02 5.1608e-01 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 1.0000e-04 1.2990e-01 4.6975e-02 6.0859e-01 1.0000e-04 1.6000e-03 2.0000e-04 1.3000e-03
 100.0   62.4 140.00 0.0500 0.0250 1.0000e-04 2.9900e-02 3.0441e-01 9.0087e-01 6.0000e-04 1.1640e-01 3.3361e-01 5.7995e-01 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 4.0000e-04 1.1840e-01 2.1730e-01 6.1392e-01 3.0000e-04 1.6000e-03 1.0000e-04 1.2000e-03
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-04 1.9600e-02 9.6000e-01 8.8240e-01 3.0000e-04 1.8910e-01 6.8503e-02 4.2383e-01 2.0000e-04 3.9600e-02 4.4485e-01 8.5331e-01 -1.0000e-04 1.2990e-01 -4.6975e-02 6.0859e-01 2.0000e-04 2.1000e-03 4.0000e-04 1.5000e-03
 100.0   62.4 140.00 0.0500 0.0250 3.0000e-04 2.9100e-02 9.4000e-01 8.2540e-01 4.0000e-04 1.9840e-01 -2.2113e-01 1.0435e+00 0.0000e+00 2.0000e-02 0.0000e+00 9.4000e-01 1.0000e-04 1.4990e-01 -3.6356e-01 1.3654e+00 3.0000e-04 2.0000e-03 2.0000e-04 1.5000e-03
 100.0   62.4 140.00 0.0500 0.0250 1.0000e-04 9.9000e-03 9.8000e-01 9.4060e-01 -3.0000e-04 2.4910e-01 2.1054e-01 7.5791e-01 0.0000e+00 0.0000e+00       -nan       -nan -4.0000e-04 2.1840e-01 -6.2857e-02 3.3246e-01 1.0000e-04 2.5000e-03 0.0000e+00 2.4000e-03
 100.0   62.4 140.00 0.0500 0.0250 5.0000e-04 4.7500e-02 9.0000e-01 7.1500e-01 5.0000e-04 1.6750e-01 1.4776e-01 4.6784e-01 0.0000e+00 0.0000e+00       -nan       -nan 0.0000e+00 1.2000e-01 0.0000e+00 6.4000e-01 5.0000e-04 1.9000e-03 0.0000e+00 1.4000e-03
