# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0  200.0 140.00 0.0500 0.0250 1.9900e-02 9.9000e-03 -9.8000e-01 9.4060e-01 2.0300e-02 1.4910e-01 1.1103e-01 5.4001e-01 2.0200e-02 3.9600e-02 4.4485e-01 8.5331e-01 2.0200e-02 9.9600e-02 1.4072e-01 6.9156e-01 2.6220e-01 2.6060e-01 2.6190e-01 2.6110e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9800e-02 1.9600e-02 -9.6000e-01 8.8240e-01 1.8700e-02 2.3310e-01 -4.1568e-01 5.6922e-01 2.0100e-02 9.9000e-03 9.8000e-01 9.4060e-01 1.8800e-02 1.8560e-01 -2.7724e-01 3.0019e-01 2.5990e-01 2.5760e-01 2.6000e-01 2.5790e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9800e-02 1.9600e-02 -9.6000e-01 8.8240e-01 1.9200e-02 2.3360e-01 -3.5712e-01 6.8744e-01 1.9800e-02 3.9600e-02 -4.4485e-01 8.5331e-01 1.9600e-02 1.5840e-01 -1.3212e-01 5.0415e-01 2.6770e-01 2.6570e-01 2.6750e-01 2.6630e-01
 100.0  200.0 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.1000e-02 1.3000e-01 4.6154e-01 4.4154e-01 2.0000e-02 0.0000e+00       -nan       -nan 2.1000e-02 1.3000e-01 4.6154e-01 4.4154e-01 2.6240e-01 2.6080e-01 2.6240e-01 2.6080e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9800e-02 1.9600e-02 -9.6000e-01 8.8240e-01 2.0400e-02 2.7840e-01 4.5448e-01 9.5029e-01 2.0200e-02 1.9600e-02 9.6000e-01 8.8240e-01 2.0400e-02 2.3840e-01 5.5087e-01 1.2005e+00 2.6520e-01 2.6300e-01 2.6520e-01 2.6340e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9900e-02 9.9000e-03 -9.8000e-01 9.4060e-01 2.0100e-02 2.0990e-01 -2.6821e-01 9.5261e-01 2.0000e-02 2.0000e-02 8.8818e-14 9.4000e-01 2.0200e-02 1.9960e-01 -2.6044e-01 1.0228e+00 2.7040e-01 2.6840e-01 2.7030e-01 2.6870e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9700e-02 2.9100e-02 -9.4000e-01 8.2540e-01 1.9900e-02 1.6990e-01 -2.8852e-02 4.8913e-01 2.0000e-02 4.0000e-02 0.0000e+00 8.8000e-01 2.0200e-02 1.1960e-01 1.0716e-01 6.3357e-01 2.6570e-01 2.6390e-01 2.6560e-01 2.6460e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9800e-02 1.9600e-02 -9.6000e-01 8.8240e-01 1.9700e-02 1.4910e-01 -1.1103e-01 5.4001e-01 1.9900e-02 2.9900e-02 -3.0441e-01 9.0087e-01 2.0000e-02 1.0000e-01 1.7764e-14 7.0000e-01 2.6910e-01 2.6780e-01 2.6900e-01 2.6830e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9700e-02 4.9100e-02 -1.7424e+00 3.1005e+00 2.0600e-02 3.1640e-01 -5.5995e-01 2.8298e+00 2.0000e-02 2.0000e-02 8.8818e-14 9.4000e-01 2.0900e-02 2.0190e-01 4.6933e-01 8.1089e-01 2.7150e-01 2.6920e-01 2.7160e-01 2.6970e-01
 100.0  200.0 140.00 0.0500 0.0250 1.9800e-02 1.9600e-02 -9.6000e-01 8.8240e-01 2.0200e-02 3.5960e-01 -3.3811e-01 1.2818e+00 2.0200e-02 1.9600e-02 9.6000e-01 8.8240e-01 2.0200e-02 3.3960e-01 -3.5449e-01 1.4218e+00 2.7070e-01 2.6750e-01 2.7070e-01 2.6790e-01
