# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.6560e-01 2.6560e-01 2.6560e-01 2.6560e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.7150e-01 2.7150e-01 2.7150e-01 2.7150e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.6450e-01 2.6450e-01 2.6450e-01 2.6450e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.5470e-01 2.5470e-01 2.5470e-01 2.5470e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.6520e-01 2.6520e-01 2.6520e-01 2.6520e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.6680e-01 2.6680e-01 2.6680e-01 2.6680e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.7420e-01 2.7420e-01 2.7420e-01 2.7420e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.6520e-01 2.6520e-01 2.6520e-01 2.6520e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.6670e-01 2.6670e-01 2.6670e-01 2.6670e-01
 100.0   62.4 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.0000e-02 0.0000e+00       -nan       -nan 2.7420e-01 2.7420e-01 2.7420e-01 2.7420e-01
