# Omega - roots -     T    - rhoB  - rhoQ -rhoP - sigma^2(P) - Ssigma(P) - Ksigma^2(P) - rhoQ - sigma^2(Q) - Ssigma(Q) - Ksigma^2(Q) - rhoK - sigma^2(K) - Ssigma(K) - Ksigma^2(K) - rhoPi - sigma^2(Pi) - Ssigma(Pi) - Ksigma^2(Pi) - TotrhoP - TotrhoQ - TotrhoK - TotrhoPi
 100.0   39.0 140.00 0.0500 0.0250 1.9600e-02 3.8400e-02 -9.2000e-01 7.6960e-01 2.0200e-02 2.1960e-01 3.0426e-01 8.6273e-01 1.9900e-02 2.9900e-02 -3.0441e-01 9.0087e-01 2.0700e-02 1.6510e-01 5.7532e-01 1.0706e+00 2.6330e-01 2.6130e-01 2.6340e-01 2.6200e-01
 100.0   39.0 140.00 0.0500 0.0250 2.0100e-02 9.9000e-03 9.8000e-01 9.4060e-01 2.0800e-02 1.3360e-01 3.5497e-01 4.9481e-01 1.9900e-02 9.9000e-03 -9.8000e-01 9.4060e-01 2.0800e-02 1.3360e-01 3.5497e-01 4.9481e-01 2.6250e-01 2.6100e-01 2.6250e-01 2.6120e-01
 100.0   39.0 140.00 0.0500 0.0250 1.9700e-02 2.9100e-02 -9.4000e-01 8.2540e-01 1.9900e-02 3.2990e-01 -3.6406e-01 7.2293e-01 2.0000e-02 4.0000e-02 0.0000e+00 8.8000e-01 2.0200e-02 2.5960e-01 -4.4524e-01 1.1805e+00 2.6950e-01 2.6690e-01 2.6940e-01 2.6760e-01
 100.0   39.0 140.00 0.0500 0.0250 1.9800e-02 1.9600e-02 -9.6000e-01 8.8240e-01 2.0300e-02 1.6910e-01 8.7250e-02 4.8215e-01 2.0000e-02 4.0000e-02 0.0000e+00 8.8000e-01 2.0500e-02 1.0750e-01 3.1395e-01 6.2291e-01 2.6550e-01 2.6400e-01 2.6530e-01 2.6460e-01
 100.0   39.0 140.00 0.0500 0.0250 2.0000e-02 0.0000e+00       -nan       -nan 2.0400e-02 9.8400e-02 2.8585e-01 6.6570e-01 2.0000e-02 0.0000e+00       -nan       -nan 2.0400e-02 9.8400e-02 2.8585e-01 6.6570e-01 2.6730e-01 2.6630e-01 2.6730e-01 2.6630e-01
 100.0   39.0 140.00 0.0500 0.0250 1.9400e-02 5.6400e-02 -8.8000e-01 6.6160e-01 1.9400e-02 1.9640e-01 -4.2990e-01 9.1529e-01 1.9700e-02 2.9100e-02 -9.4000e-01 8.2540e-01 2.0300e-02 1.2910e-01 1.4217e-01 5.9720e-01 2.6590e-01 2.6430e-01 2.6620e-01 2.6520e-01
 100.0   39.0 140.00 0.0500 0.0250 1.9600e-02 3.8400e-02 -9.2000e-01 7.6960e-01 1.9500e-02 1.6750e-01 -1.4776e-01 4.6784e-01 2.0100e-02 9.9000e-03 9.8000e-01 9.4060e-01 1.9800e-02 1.3960e-01 -8.3209e-02 5.7501e-01 2.5920e-01 2.5730e-01 2.5950e-01 2.5780e-01
 100.0   39.0 140.00 0.0500 0.0250 1.9800e-02 1.9600e-02 -9.6000e-01 8.8240e-01 1.9800e-02 1.7960e-01 -3.8539e-01 1.0983e+00 2.0000e-02 4.0000e-02 0.0000e+00 8.8000e-01 2.0000e-02 1.0000e-01 1.7764e-14 7.0000e-01 2.6440e-01 2.6280e-01 2.6420e-01 2.6340e-01
 100.0   39.0 140.00 0.0500 0.0250 1.9400e-02 5.6400e-02 -8.8000e-01 6.6160e-01 1.9500e-02 1.4750e-01 2.1864e-01 1.4167e+00 1.9700e-02 2.9100e-02 -9.4000e-01 8.2540e-01 2.0400e-02 7.8400e-02 1.1547e+00 2.1214e+00 2.6640e-01 2.6550e-01 2.6670e-01 2.6640e-01
 100.0   39.0 140.00 0.0500 0.0250 1.9900e-02 9.9000e-03 -9.8000e-01 9.4060e-01 2.0100e-02 1.2990e-01 4.6975e-02 6.0859e-01 2.0000e-02 0.0000e+00       -nan       -nan 2.0200e-02 1.1960e-01 1.0716e-01 6.3357e-01 2.6530e-01 2.6410e-01 2.6540e-01 2.6420e-01
