Centrality	Npart	C1	Stat. Err.	Sys. Err.	C2	Stat. Err.	Sys. Err.	C3	Stat. Err.	Sys. Err.	C4	Stat. Err.	Sys. Err.
0 5 	344	2.89306	0.00150985	0.0195413	7.12748	0.00587956	0.0481429	2.65758	0.0290854	0.0814781	6.51432	0.173102	0.156229
5 10 	297	2.50716	0.00140093	0.016422	6.31212	0.00515109	0.0413445	2.33943	0.0242239	0.0445919	5.68346	0.137822	0.165407
10 20 	232	1.98981	0.000883839	0.0132119	5.16699	0.00295996	0.0343077	1.8524	0.0127222	0.0286405	4.65084	0.0661478	0.0706679
20 30 	164	1.41096	0.000765884	0.00826823	3.83995	0.00223889	0.0225021	1.29408	0.00850366	0.0234275	3.3931	0.039496	0.0686335
30 40 	113	0.953704	0.000650014	0.0052253	2.73073	0.00163496	0.0149616	0.866032	0.00542628	0.0115872	2.4116	0.022367	0.0346111
40 50 	75	0.607465	0.000544592	0.00324137	1.83987	0.00115841	0.00981737	0.548939	0.0032885	0.0090665	1.58654	0.0116123	0.0310212
50 60 	46	0.357082	0.000442684	0.00183662	1.15135	0.000785143	0.00592189	0.322007	0.00188898	0.00491927	0.990949	0.00578062	0.0210287
60 70 	27	0.192827	0.000360854	0.00102906	0.660073	0.00053197	0.00352261	0.174054	0.00107723	0.00176421	0.574156	0.00289972	0.00871021
70 80 	14	0.0960818	0.000309838	0.0005916	0.348401	0.000387136	0.00214547	0.0870043	0.000645384	0.00100558	0.306472	0.0014862	0.0049512
