#first row E, 2nd row C1, 3rd row C1 staterror, 4th row C1 syserror, 5th row C3, 6th row C3 staterror, 7th row C3 syserror, 8th row C2, 9th row C2 stat error, 10 row C2 syserror
7.7	11.5	14.5	19.6	27.0	39.0	62.4	200.0
39.400341	30.260124	25.658379	21.731129	17.463629	13.463206	10.104259	4.566216
0.019810	0.010571	0.007114	0.006342	0.004481	0.002616	0.003745	0.002280
2.413222	1.952958	1.718585	1.458903	1.203146	0.940793	0.724524	0.389982
26.429081	22.677519	20.403877	15.302084	12.514926	9.957149	7.551966	3.692589
2.881143	1.237895	0.763660	0.595484	0.406000	0.259340	0.412107	0.382348
1.602566	1.343533	1.147759	0.669034	0.622166	0.506027	0.420077	0.390343
37.045586	29.237329	26.206991	24.105658	22.681568	22.539179	23.760576	30.192270
0.213379	0.102718	0.066006	0.055234	0.038402	0.023439	0.035294	0.026632
2.036455	1.675099	1.599576	1.463797	1.443619	1.480401	1.587667	2.423239
