28 28 22 22 5 5 1 1
28 28 20 21 5 2 3 5
15 15 13 13 2 2 0 0
20 20 16 15 4 4 0 1
24 24 21 19 2 2 1 3
28 28 22 22 4 4 2 2
31 31 26 26 3 3 2 2
26 26 21 20 4 3 1 3
30 30 26 26 3 3 1 1
29 29 22 24 3 3 4 2
31 31 24 26 5 3 2 2
25 25 19 22 4 2 2 1
33 33 25 28 5 3 3 2
29 29 24 24 4 3 1 2
25 25 17 18 6 4 2 3
23 23 18 19 5 4 0 0
35 35 30 25 2 7 3 3
22 22 16 17 5 4 1 1
25 25 21 18 3 5 1 2
32 32 24 24 5 4 3 4
24 24 19 19 3 3 2 2
30 30 28 24 0 4 2 2
22 22 18 19 4 3 0 0
32 32 30 26 0 3 2 3
19 19 15 16 2 2 2 1
31 31 26 26 2 2 3 3
19 19 14 17 5 1 0 1
21 21 19 17 2 3 0 1
24 24 16 22 6 1 2 1
27 27 20 21 6 4 1 2
27 27 26 23 0 3 1 1
25 25 21 19 3 4 1 2
24 24 20 21 3 2 1 1
31 31 26 25 3 4 2 2
32 32 27 26 4 3 1 3
38 38 28 30 7 5 3 3
29 29 22 22 5 5 2 2
27 27 22 20 4 6 1 1
29 29 24 24 3 5 2 0
22 22 16 18 4 3 2 1
28 28 22 20 4 5 2 3
24 24 18 18 4 2 2 4
19 19 12 13 4 4 3 2
23 23 20 18 2 3 1 2
21 21 15 17 6 2 0 2
25 25 18 22 6 2 1 1
18 18 14 13 3 4 1 1
22 22 18 17 3 4 1 1
17 17 13 16 4 1 0 0
23 23 18 18 4 4 1 1
23 23 20 17 2 2 1 4
26 26 23 21 2 3 1 2
30 30 23 25 5 3 2 2
22 22 20 19 1 1 1 2
26 26 21 21 5 4 0 1
30 30 26 27 3 2 1 1
25 25 20 20 4 4 1 1
22 22 17 18 3 3 2 1
28 28 23 24 4 3 1 1
32 32 28 27 2 4 2 1
27 27 20 23 4 3 3 1
22 22 20 17 2 5 0 0
30 30 26 21 2 3 2 6
29 29 27 25 1 3 1 1
29 29 22 24 4 3 3 2
23 23 19 19 4 4 0 0
36 36 29 30 6 3 1 3
29 29 24 24 3 3 2 2
25 25 20 21 2 3 3 1
25 25 23 22 1 3 1 0
26 26 21 19 4 5 1 2
22 22 18 17 4 3 0 2
33 33 28 30 5 3 0 0
22 22 20 18 2 3 0 1
19 19 14 15 4 3 1 1
31 31 23 28 7 2 1 1
29 29 25 22 4 4 0 3
21 21 17 17 3 3 1 1
23 23 21 19 2 3 0 1
16 16 12 14 4 2 0 0
30 30 23 24 3 4 4 2
24 24 14 20 8 3 2 1
20 20 18 19 1 0 1 1
26 26 21 22 4 2 1 2
26 26 21 23 4 3 1 0
22 22 18 21 3 1 1 0
22 22 15 20 4 1 3 1
23 23 19 19 2 3 2 1
29 29 24 24 3 3 2 2
29 29 26 24 3 3 0 2
29 29 27 27 1 2 1 0
21 21 17 18 3 2 1 1
29 29 23 24 2 2 4 3
27 27 23 19 3 6 1 2
19 19 14 15 4 3 1 1
31 31 30 25 1 5 0 1
19 19 18 17 1 2 0 0
20 20 18 19 2 1 0 0
25 25 19 21 2 3 4 1
22 22 17 16 2 2 3 4
25 25 22 23 3 2 0 0
33 33 23 24 5 5 5 4
28 28 24 22 3 5 1 1
24 24 18 19 6 5 0 0
25 25 15 18 9 7 1 0
32 32 28 28 2 2 2 2
30 30 26 25 2 3 2 2
29 29 23 23 5 6 1 0
31 31 24 26 3 2 4 3
30 30 25 25 4 2 1 3
24 24 16 18 7 5 1 1
25 25 22 24 3 1 0 0
28 28 24 24 4 3 0 1
27 27 21 23 6 4 0 0
16 16 14 15 1 0 1 1
24 24 20 21 2 1 2 2
25 25 19 18 6 6 0 1
25 25 22 23 2 0 1 2
29 29 25 24 4 4 0 1
28 28 24 23 2 5 2 0
31 31 24 24 7 6 0 1
35 35 32 30 3 3 0 2
