44 32 28 30 5 1 11 1
40 28 24 24 5 4 11 0
49 37 29 29 7 7 13 1
40 28 25 27 5 1 10 0
53 41 35 39 5 2 13 0
49 37 31 33 5 4 13 0
49 37 31 31 6 5 12 1
37 25 18 23 9 2 10 0
43 31 29 29 2 2 12 0
47 35 30 33 3 2 14 0
50 38 28 31 8 7 14 0
46 34 30 33 4 0 12 1
44 32 23 30 6 2 15 0
43 31 27 27 4 4 12 0
45 33 24 31 6 2 15 0
40 28 22 25 6 3 12 0
39 27 23 25 4 2 12 0
43 31 20 26 8 5 15 0
49 37 31 33 6 4 12 0
42 30 29 29 5 1 8 0
36 24 20 21 3 3 13 0
51 39 32 35 7 4 12 0
47 35 28 32 5 3 14 0
48 36 30 29 6 7 12 0
37 25 23 23 3 1 11 1
56 44 35 37 9 5 12 2
45 33 30 29 5 3 10 1
54 42 31 39 7 3 16 0
51 39 24 35 8 4 19 0
47 35 30 29 7 6 10 0
49 37 28 35 4 2 17 0
44 32 28 28 4 3 12 1
36 24 20 21 3 3 13 0
45 33 27 28 6 4 12 1
43 31 23 28 6 3 14 0
47 35 33 30 4 4 10 1
54 42 34 36 6 3 14 3
40 28 24 26 5 2 11 0
50 38 29 33 6 5 15 0
50 38 29 37 8 1 13 0
48 36 31 31 5 4 12 1
41 29 29 27 3 2 9 0
45 33 25 30 6 3 14 0
44 32 25 29 5 3 14 0
37 25 21 23 2 2 14 0
37 25 20 21 8 4 9 0
43 31 22 31 6 0 15 0
52 40 32 34 10 6 10 0
51 39 33 35 8 3 10 1
51 39 29 35 9 4 13 0
46 34 27 29 6 5 13 0
51 39 36 36 6 3 9 0
39 27 21 25 5 2 13 0
43 31 26 30 5 1 12 0
48 36 34 35 3 1 11 0
37 25 24 22 3 3 10 0
45 33 31 30 4 3 10 0
40 28 29 27 2 1 9 0
39 27 29 26 2 1 8 0
42 30 27 24 3 5 12 1
54 42 30 34 11 8 13 0
36 24 22 23 3 1 11 0
44 32 28 30 6 2 10 0
45 33 25 33 7 0 13 0
55 43 41 42 3 1 11 0
48 36 29 33 6 3 13 0
46 34 27 33 4 1 15 0
