54 54 40 41 10 10 4 3
52 52 40 40 9 7 3 5
47 47 36 35 9 9 2 3
50 50 37 40 11 6 2 4
54 54 39 40 8 8 7 6
44 44 34 34 4 6 6 4
64 64 52 47 10 11 2 6
55 55 42 46 9 7 4 2
40 40 34 34 4 3 2 3
50 50 41 42 6 6 3 2
56 56 47 40 6 11 3 5
69 69 57 58 7 7 5 4
51 51 41 43 7 6 3 2
57 57 44 47 8 6 5 4
52 52 38 40 10 10 4 2
53 53 40 39 6 8 7 6
47 47 38 32 5 8 4 7
46 46 35 38 9 4 2 4
54 54 49 44 4 6 1 4
50 50 39 36 8 11 3 3
57 57 51 48 3 5 3 4
51 51 42 42 6 4 3 5
42 42 33 31 7 8 2 3
40 40 37 35 1 3 2 2
68 68 55 61 7 3 6 4
51 51 41 39 7 11 3 1
46 46 38 35 6 7 2 4
51 51 37 37 11 9 3 5
50 50 40 40 5 7 5 3
52 52 44 45 6 6 2 1
57 57 52 50 4 6 1 1
50 50 36 39 12 9 2 2
48 48 33 38 9 7 6 3
48 48 39 39 6 7 3 2
60 60 50 49 8 6 2 5
61 61 53 51 4 6 4 4
60 60 46 46 8 11 6 3
43 43 32 31 6 8 5 4
50 50 42 45 5 3 3 2
62 62 52 50 8 9 2 3
58 58 43 49 13 6 2 3
55 55 47 42 6 10 2 3
50 50 46 41 3 8 1 1
43 43 33 33 6 5 4 5
51 51 37 42 11 4 3 5
44 44 32 34 10 9 2 1
48 48 39 34 4 11 5 3
51 51 43 44 5 4 3 3
56 56 51 44 2 8 3 4
55 55 48 49 5 3 2 3
63 63 53 47 5 12 5 4
49 49 37 40 10 4 2 5
52 52 40 40 6 6 6 6
62 62 49 48 8 10 5 4
53 53 41 44 10 7 2 2
49 49 40 40 5 7 4 2
59 59 45 46 9 9 5 4
61 61 55 51 4 7 2 3
43 43 35 35 6 8 2 0
52 52 41 40 5 6 6 6
49 49 36 37 11 9 2 3
50 50 40 38 6 7 4 5
54 54 40 44 10 9 4 1
61 61 50 51 9 7 2 3
72 72 60 59 10 11 2 2
42 42 33 39 8 3 1 0
55 55 43 44 8 8 4 3
56 56 51 46 4 7 1 3
53 53 36 44 13 8 4 1
58 58 44 44 11 10 3 4
47 47 40 41 6 6 1 0
46 46 34 38 9 5 3 3
50 50 45 41 4 5 1 4
55 55 39 48 10 4 6 3
53 53 43 43 5 7 5 3
59 59 50 48 6 7 3 4
57 57 45 49 10 4 2 4
40 40 24 31 13 8 3 1
48 48 37 38 7 6 4 4
53 53 41 44 7 5 5 4
59 59 47 46 6 6 6 7
62 62 47 50 9 8 6 4
49 49 41 36 5 8 3 5
55 55 48 41 4 10 3 4
49 49 41 41 6 4 2 4
55 55 48 49 3 3 4 3
49 49 43 40 3 6 3 3
48 48 36 37 8 7 4 4
62 62 55 52 4 7 3 3
65 65 52 54 9 7 4 4
43 43 34 37 7 4 2 2
54 54 40 41 8 9 6 4
60 60 47 52 9 4 4 4
65 65 52 51 7 3 6 11
62 62 46 50 13 9 3 3
45 45 33 34 9 9 3 2
61 61 47 50 9 6 5 5
51 51 40 42 6 5 5 4
51 51 42 43 6 4 3 4
46 46 38 37 4 5 4 4
55 55 45 43 8 11 2 1
56 56 48 48 7 6 1 2
50 50 39 38 8 8 3 4
58 58 49 49 7 7 2 2
51 51 44 45 4 4 3 2
45 45 36 37 6 7 3 1
62 62 47 46 10 10 5 6
51 51 40 40 8 7 3 4
56 56 47 47 6 7 3 2
63 63 49 52 10 7 4 4
45 45 40 36 4 6 1 3
47 47 41 39 5 6 1 2
56 56 44 43 8 7 4 6
56 56 43 44 11 11 2 1
44 44 39 37 4 4 1 3
51 51 36 40 9 7 6 4
46 46 38 36 1 5 7 5
49 49 39 42 7 4 3 3
69 69 59 55 5 8 5 6
55 55 42 44 9 7 4 4
56 56 44 48 10 7 2 1
46 46 35 37 9 7 2 2
45 45 41 34 4 10 0 1
45 45 41 36 3 6 1 3
53 53 44 39 6 11 3 3
36 36 32 34 4 2 0 0
51 51 42 45 8 6 1 0
48 48 39 37 6 8 3 3
56 56 43 45 9 8 4 3
63 63 48 48 11 10 4 5
60 60 51 52 7 2 2 6
61 61 49 47 6 9 6 5
45 45 36 37 7 6 2 2
51 51 41 43 6 6 4 2
46 46 38 39 6 4 2 3
61 61 49 51 8 6 4 4
56 56 45 51 9 4 2 1
59 59 49 48 7 8 3 3
43 43 32 34 9 7 2 2
47 47 42 41 3 2 2 4
51 51 41 45 7 3 3 3
52 52 43 45 6 5 3 2
55 55 47 47 5 5 3 3
62 62 51 50 8 11 3 1
62 62 50 48 7 8 5 6
53 53 46 47 5 3 2 3
47 47 40 42 5 4 2 1
52 52 39 41 12 9 1 2
47 47 40 38 5 6 2 3
60 60 46 47 8 6 6 7
57 57 44 49 11 6 2 2
54 54 42 43 10 8 2 3
52 52 40 39 6 8 6 5
43 43 36 34 4 8 3 1
51 51 45 41 4 7 2 3
50 50 44 43 5 6 1 1
57 57 45 46 9 10 3 1
41 41 32 33 8 6 1 2
54 54 44 45 6 4 4 5
61 61 49 56 7 3 5 2
57 57 42 46 12 6 3 5
59 59 47 50 10 7 2 2
49 49 41 40 5 6 3 3
61 61 55 47 3 8 3 6
49 49 40 38 7 8 2 3
45 45 36 39 8 3 1 3
55 55 43 43 7 8 5 4
59 59 48 54 8 3 3 2
55 55 41 40 8 11 6 4
52 52 42 41 8 9 2 2
53 53 46 46 6 6 1 1
55 55 48 45 7 6 0 4
53 53 39 42 9 6 5 5
60 60 51 53 7 5 2 2
57 57 51 42 3 11 3 4
42 42 33 34 6 6 3 2
50 50 40 43 9 7 1 0
64 64 53 51 8 9 3 4
49 49 37 39 10 7 2 3
55 55 43 43 7 6 5 6
50 50 44 42 5 5 1 3
62 62 48 46 11 13 3 3
41 41 35 31 3 7 3 3
54 54 41 42 8 9 5 3
54 54 43 45 9 7 2 2
46 46 36 40 8 6 2 0
51 51 38 40 8 7 5 4
58 58 46 49 7 5 5 4
60 60 48 50 9 6 3 4
54 54 42 45 8 5 4 4
51 51 43 40 8 10 0 1
45 45 35 38 7 5 3 2
43 43 37 38 6 4 0 1
57 57 45 43 8 11 4 3
48 48 39 37 7 8 2 3
71 71 59 63 6 7 6 1
55 55 48 49 6 3 1 3
49 49 40 40 7 4 2 5
55 55 45 47 6 6 4 2
