39 27 26 23 5 4 8 0
29 23 15 19 5 3 9 1
39 30 22 28 6 2 11 0
30 20 15 16 8 4 7 0
36 29 26 26 3 2 7 1
36 29 25 28 3 1 8 0
36 31 25 28 3 2 8 1
41 29 26 27 4 2 11 0
40 34 24 31 6 3 10 0
41 33 32 32 2 1 7 0
47 33 28 31 9 1 10 1
37 29 23 27 7 2 7 0
45 40 27 32 6 7 12 1
34 27 21 23 5 4 8 0
44 39 36 38 3 1 5 0
36 27 21 24 3 3 12 0
31 21 21 19 5 2 5 0
33 26 21 24 3 1 9 1
39 29 22 27 4 2 13 0
39 35 25 33 7 1 7 1
41 34 31 30 3 4 7 0
42 39 26 35 8 4 8 0
39 33 28 30 6 2 5 1
39 31 24 26 4 3 11 2
45 37 32 34 6 2 7 1
43 33 25 30 8 2 10 1
36 31 25 27 7 3 4 1
40 30 29 27 5 3 6 0
39 24 30 23 2 1 7 0
42 32 27 29 6 3 9 0
36 30 26 24 5 5 5 1
43 35 28 33 8 1 7 1
30 19 18 18 2 1 10 0
33 28 20 23 5 5 8 0
39 30 31 29 3 1 5 0
47 39 31 35 6 4 10 0
44 36 29 32 6 4 9 0
33 26 19 21 3 4 11 1
39 30 25 28 7 2 7 0
34 23 25 21 4 2 5 0
44 38 29 33 5 5 10 0
38 29 29 25 1 4 8 0
35 26 27 23 4 3 4 0
39 35 21 32 4 2 14 1
43 37 32 33 8 4 3 0
42 31 29 25 6 5 7 1
39 28 27 25 6 3 6 0
42 37 28 32 6 5 8 0
38 31 26 29 4 2 8 0
33 25 23 23 0 1 10 1
47 38 33 34 3 4 11 0
25 19 16 19 3 0 6 0
45 37 29 32 5 4 11 1
37 24 24 17 4 5 9 2
28 24 19 21 6 2 3 1
36 32 26 30 4 2 6 0
37 29 28 25 5 4 4 0
42 39 22 37 8 2 12 0
40 30 20 28 7 2 13 0
40 29 23 27 7 2 10 0
40 31 29 29 3 2 8 0
42 31 29 29 5 2 8 0
33 27 17 24 6 2 10 1
44 33 34 29 2 4 8 0
33 26 24 21 4 5 5 0
38 35 21 32 5 2 12 1
43 35 31 33 4 2 8 0
45 39 35 38 2 1 8 0
35 26 24 24 3 2 8 0
43 34 33 30 5 4 5 0
33 25 21 23 5 2 7 0
36 31 20 28 5 3 11 0
33 24 20 22 2 2 11 0
43 36 27 34 4 2 12 0
35 21 24 19 6 2 5 0
41 33 30 27 6 6 5 0
39 33 29 27 2 5 8 1
40 33 26 29 5 4 9 0
37 29 24 25 5 2 8 2
35 23 23 20 7 3 5 0
39 27 25 22 5 5 9 0
38 31 30 28 4 3 4 0
48 41 32 35 4 6 12 0
39 32 28 30 4 1 7 1
46 34 31 27 7 6 8 1
41 33 28 31 3 2 10 0
35 25 19 21 5 3 11 1
45 34 33 29 5 4 7 1
43 31 29 28 4 3 10 0
38 34 23 30 7 4 8 0
37 31 24 29 1 1 12 1
29 25 18 22 2 3 9 0
37 25 26 24 4 1 7 0
33 27 11 23 13 4 9 0
45 36 34 36 4 0 7 0
48 33 37 32 3 1 8 0
41 30 26 27 6 3 9 0
32 27 24 21 3 4 5 2
40 34 22 32 3 1 15 1
47 40 32 33 8 7 7 0
47 32 32 30 2 2 13 0
41 26 25 23 6 3 10 0
36 28 22 26 6 2 8 0
36 31 23 25 5 6 8 0
39 33 21 29 6 4 12 0
42 36 26 36 4 0 12 0
36 30 22 29 7 1 7 0
36 31 23 26 3 4 10 1
42 35 29 30 7 5 6 0
44 40 24 39 6 1 14 0
40 29 32 27 4 2 4 0
34 26 25 24 1 2 8 0
34 24 22 20 6 4 6 0
32 26 20 23 5 3 7 0
46 38 25 37 6 0 15 1
48 43 33 40 4 3 11 0
37 32 21 30 4 2 12 0
34 31 21 28 5 3 8 0
